"CBLS County-level Summary Data for KY, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
075,Fulton County,225,45.8000004291534%,0,0%,1,3697,1179,34.0000003576279%,491
077,Gallatin County,15,1.89999993890524%,0,0%,0,3362,521,18.9999997615814%,800
079,Garrard County,115,10.1999998092651%,0,0%,0,6414,1330,20.9999993443489%,1125
081,Grant County,335,13.6999994516373%,3,0.895522388059701%,2,9306,1456,15.0000005960464%,2439
083,Graves County,616,21.7999994754791%,1,0.162337662337662%,1,16340,3318,25.9999990463257%,2823
085,Grayson County,45,2.30000000447035%,0,0%,1,12802,1509,28.999999165535%,1960
087,Green County,82,10.8000002801418%,0,0%,0,5420,1261,28.999999165535%,756
089,Greenup County,41,1.60000007599592%,0,0%,0,15977,2685,18.0000007152557%,2498
091,Hancock County,88,12.6000002026558%,0,0%,0,3600,505,23.9999994635582%,699
093,Hardin County,109,1.20000001043081%,0,0%,0,37673,4153,15.0000005960464%,9004
095,Harlan County,552,24.099999666214%,0,0%,0,15017,4269,40.9999996423721%,2290
097,Harrison County,175,12.5%,0,0%,0,7660,2495,15.0000005960464%,1397
099,Hart County,84,5.90000003576279%,0,0%,0,8045,1812,28.0000001192093%,1430
101,Henderson County,546,15.0999993085861%,0,0%,2,19466,4333,18.0000007152557%,3615
103,Henry County,22,1.79999992251396%,0,0%,0,6381,1574,18.9999997615814%,1202
105,Hickman County,73,24.6999993920326%,2,2.73972602739726%,2,2436,700,41.9999986886978%,295
107,Hopkins County,652,18.5000002384186%,0,0%,0,20668,4422,27.0000010728836%,3529
109,Jackson County,241,23.4999999403954%,0,0%,1,6065,869,40.0000005960465%,1025
111,Jefferson County,778,1.30000002682209%,5,0.6426735218509%,2,305835,75062,20.9999993443489%,59588
113,Jessamine County,638,15.8999994397163%,3,0.470219435736677%,1,14646,1669,17.0000001788139%,4010
115,Johnson County,355,19.4000005722046%,0,0%,0,10236,2030,44.9999988079071%,1833
117,Kenton County,1339,9.39999967813492%,29,2.16579536967886%,9,63571,20551,14.0000000596046%,14253
119,Knott County,35,3.29999998211861%,0,0%,0,7579,1082,46.9999998807907%,1075
121,Knox County,407,13.5000005364418%,0,0%,0,13999,2065,43.0000007152557%,3017
123,Larue County,18,1.79999992251396%,0,0%,0,5860,1048,20.0000002980232%,1007
125,Laurel County,109,2.40000002086163%,0,0%,0,22317,1778,31.9999992847443%,4578
127,Lawrence County,33,2.70000007003546%,0,0%,0,7040,1176,44.9999988079071%,1212
129,Lee County,13,2.8999999165535%,0,0%,0,3321,478,37.9999995231628%,451
131,Leslie County,49,6.1999998986721%,0,0%,0,5502,624,38.9999985694885%,786
133,Letcher County,32,1.79999992251396%,0,0%,0,11405,2917,34.0000003576279%,1775
135,Lewis County,185,17.399999499321%,0,0%,0,6173,1172,33.0000013113022%,1063
137,Lincoln County,112,5.49999997019768%,0,0%,0,10127,1784,28.999999165535%,2031
139,Livingston County,6,0.999999977648258%,0,0%,0,4772,780,9.00000035762787%,595
141,Logan County,86,3.99999991059303%,0,0%,0,11875,2581,23.9999994635582%,2136
143,Lyon County,n,,n,#VALUE!,n,4189,352,20.0000002980232%,353
145,McCracken County,751,15.2999997138977%,0,0%,0,30361,6029,23.0000004172325%,4897
147,McCreary County,137,9.6000000834465%,0,0%,0,7405,816,40.9999996423721%,1428
149,McLean County,145,20.9000006318092%,0,0%,0,4392,910,25.9999990463257%,694
151,Madison County,592,9.30000022053719%,0,0%,1,29595,3614,20.9999993443489%,6368
153,Magoffin County,287,26.6999989748001%,3,1.04529616724739%,1,5447,649,49.0000009536743%,1076
155,Marion County,86,5.49999997019768%,0,0%,0,7277,1768,23.9999994635582%,1570
157,Marshall County,33,1.7000000923872%,0,0%,0,14730,1523,14.0000000596046%,1948
159,Martin County,132,14.6999999880791%,0,0%,0,5551,504,51.9999980926514%,898
161,Mason County,131,10.1000003516674%,1,0.763358778625954%,0,7754,2873,28.999999165535%,1301
163,Meade County,38,2.40000002086163%,0,0%,0,10293,1064,18.0000007152557%,1610
165,Menifee County,118,26.8999993801117%,0,0%,0,3710,347,55.0000011920929%,439
167,Mercer County,68,4.30000014603138%,0,0%,0,9289,1989,18.0000007152557%,1600
169,Metcalfe County,26,3.29999998211861%,0,0%,0,4592,1042,31.9999992847443%,784
171,Monroe County,167,20.100000500679%,0,0%,0,5288,989,34.0000003576279%,829
173,Montgomery County,176,7.90000036358833%,0,0%,0,9682,1452,18.9999997615814%,2216
175,Morgan County,202,22.2000002861023%,0,0%,0,5487,865,41.9999986886978%,909
177,Muhlenberg County,73,3.29999998211861%,0,0%,0,13675,2749,25.9999990463257%,2225
179,Nelson County,59,1.60000007599592%,0,0%,0,14934,2134,18.9999997615814%,3667
181,Nicholas County,35,6.49999976158142%,1,2.85714285714286%,0,3051,1111,12.9999995231628%,540
183,Ohio County,484,24.1999998688698%,0,0%,0,9909,1998,23.0000004172325%,2002
185,Oldham County,47,1.20000001043081%,0,0%,0,15541,1117,5.00000007450581%,3844
187,Owen County,11,1.30000002682209%,0,0%,0,5345,1174,21.9999998807907%,842
189,Owsley County,n,,n,#VALUE!,n,2247,401,46.9999998807907%,347
191,Pendleton County,30,2.80000008642673%,0,0%,0,5756,1447,15.9999996423721%,1055
193,Perry County,103,4.50000017881393%,0,0%,0,12741,2044,40.0000005960465%,2289
195,Pike County,455,10.3000000119209%,0,0%,0,30923,4246,33.0000013113022%,4437
197,Powell County,198,18.4000000357628%,0,0%,0,5526,394,36.0000014305115%,1078
199,Pulaski County,102,2.19999998807907%,0,0%,0,27181,4148,30.0000011920929%,4643
201,Robertson County,35,27.5999993085861%,0,0%,1,1034,410,36.0000014305115%,127
203,Rockcastle County,187,15.5000001192093%,0,0%,0,7353,1206,30.0000011920929%,1209
205,Rowan County,324,20.9999993443489%,2,0.617283950617284%,1,8985,931,27.0000010728836%,1542
207,Russell County,106,8.60000029206276%,0,0%,0,9064,1034,34.0000003576279%,1234
209,Scott County,76,1.79999992251396%,0,0%,0,12977,2073,12.9999995231628%,4206
211,Shelby County,70,1.99999995529652%,2,2.85714285714286%,0,12857,2411,12.9999995231628%,3531
213,Simpson County,40,3.20000015199184%,0,0%,0,7016,1439,15.0000005960464%,1266
215,Spencer County,24,1.79999992251396%,0,0%,0,4555,662,9.00000035762787%,1352
217,Taylor County,102,5.90000003576279%,0,0%,0,10180,1779,25%,1722
219,Todd County,14,1.30000002682209%,0,0%,0,5121,1270,25%,1108
221,Trigg County,12,1.30000002682209%,0,0%,0,6698,664,15.0000005960464%,898
223,Trimble County,59,8.60000029206276%,0,0%,0,3437,666,11.9999997317791%,684
225,Union County,247,23.8999992609024%,6,2.42914979757085%,1,6234,1541,18.0000007152557%,1032
227,Warren County,386,4.50000017881393%,3,0.77720207253886%,1,38350,4950,20.0000002980232%,8652
229,Washington County,33,3.79999987781048%,0,0%,0,4542,1527,15.0000005960464%,868
231,Wayne County,134,9.00000035762787%,0,0%,0,9789,1506,37.0000004768372%,1487
233,Webster County,291,26.6999989748001%,0,0%,1,6250,1924,17.0000001788139%,1090
235,Whitley County,240,8.50000008940697%,2,0.833333333333333%,1,15288,2241,38.9999985694885%,2827
237,Wolfe County,32,4.89999987185001%,0,0%,0,3264,414,46.000000834465%,659
239,Woodford County,39,2.19999998807907%,0,0%,0,9374,1737,9.00000035762787%,1790
180,Unknown,n,,n,#VALUE!,n,,,,
540,Unknown,n,,n,#VALUE!,n,,,,
999,Unknown,15,,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Kentucky 2008 Confirmed Cases,,103,,,,,,,
