FIPS,county,totaltested,totalpos,percent
37117,Martin County,1922,5,0.2601456815816858
37119,Mecklenburg County,50112,55,0.10975415070242657
37121,Mitchell County,696,3,0.43103448275862066
37123,Montgomery County,3360,22,0.6547619047619048
37125,Moore County,5093,14,0.2748870999410956
37127,Nash County,9870,62,0.6281661600810536
37129,New Hanover County,19462,44,0.2260815949028877
37131,Northampton County,1658,11,0.6634499396863691
37133,Onslow County,11068,10,0.09035056017347307
37135,Orange County,4490,17,0.37861915367483295
37137,Pamlico County,1052,1,0.09505703422053231
37139,Pasquotank County,3751,39,1.039722740602506
37141,Pender County,4514,5,0.11076650420912715
37143,Perquimans County,848,10,1.179245283018868
37145,Person County,2202,12,0.544959128065395
37147,Pitt County,10729,58,0.540590921800727
37149,Polk County,585,0,0.0
37151,Randolph County,10327,35,0.3389174009877022
37153,Richmond County,4417,25,0.5659950192438307
37155,Robeson County,15284,39,0.2551688039780162
37157,Rockingham County,6078,15,0.24679170779861795
37159,Rowan County,7409,14,0.18895937373464705
37161,Rutherford County,4028,13,0.3227408142999007
37163,Sampson County,5259,28,0.5324206122837042
37165,Scotland County,2609,7,0.2683020314296665
37167,Stanly County,5789,10,0.17274140611504576
37169,Stokes County,2591,11,0.42454650714010034
37171,Surry County,6065,13,0.21434460016488047
37173,Swain County,1452,2,0.13774104683195593
37175,Transylvania County,1433,1,0.06978367062107467
37177,Tyrrell County,324,2,0.6172839506172839
37179,Union County,8493,14,0.16484163428705992
37181,Vance County,3732,14,0.37513397642015006
37183,Wake County,54297,104,0.19153912739193693
37185,Warren County,1486,19,1.278600269179004
37187,Washington County,1426,6,0.42075736325385693
37189,Watauga County,1883,5,0.2655337227827934
37191,Wayne County,14634,42,0.2870028700287003
37193,Wilkes County,3180,4,0.12578616352201258
37195,Wilson County,7438,49,0.6587792417316483
37197,Yadkin County,2639,5,0.189465706707086
37199,Yancey County,954,1,0.10482180293501049
4001,Apache County,2557,186,7.274149393820883
4003,Cochise County,8759,157,1.7924420595958441
4005,Coconino County,5768,67,1.1615811373092926
4007,Gila County,970,28,2.88659793814433
4009,Graham County,1194,15,1.256281407035176
4011,Greenlee County,198,3,1.5151515151515151
4012,La Paz County,517,4,0.7736943907156674
4013,Maricopa County,231273,1281,0.5538908562607827
4015,Mohave County,6587,27,0.4098982844997723
4017,Navajo County,4326,87,2.0110957004160888
4019,Pima County,40089,258,0.6435680610641323
4021,Pinal County,13658,105,0.7687802020793674
4023,Santa Cruz County,4304,25,0.5808550185873605
4025,Yavapai County,4136,27,0.6528046421663443
4027,Yuma County,14371,101,0.7028042585762995
6001,Alameda County,21152,375,1.7728819969742813
6007,Butte County,4034,20,0.495785820525533
6013,Contra Costa County,13449,64,0.4758718120306342
6017,El Dorado County,731,5,0.6839945280437756
6019,Fresno County,27491,477,1.7351133098104834
6023,Humboldt County,1057,12,1.1352885525070955
6025,Imperial County,9925,50,0.5037783375314862
6029,Kern County,38648,307,0.7943489960670668
6031,Kings County,1207,13,1.0770505385252693
6037,Los Angeles County,517243,6926,1.339022471062924
6039,Madera County,5043,44,0.8724965298433471
6041,Marin County,2563,15,0.5852516582130316
6047,Merced County,4014,88,2.192326856003986
6053,Monterey County,12412,218,1.7563648082500807
6055,Napa County,1895,28,1.4775725593667546
6057,Nevada County,698,5,0.7163323782234957
6059,Orange County,85895,503,0.5855986960824262
6061,Placer County,1611,9,0.5586592178770949
6065,Riverside County,60050,256,0.4263114071606994
6067,Sacramento County,16272,262,1.610127826941986
6071,San Bernardino County,72742,450,0.6186247284924803
6073,San Diego County,72637,600,0.8260253039084764
6075,San Francisco County,13118,190,1.4483915230980333
6077,San Joaquin County,23654,233,0.9850342436797159
6081,San Mateo County,11419,95,0.8319467554076538
6083,Santa Barbara County,7802,85,1.0894642399384773
6085,Santa Clara County,34784,250,0.718721251149954
6087,Santa Cruz County,4064,73,1.796259842519685
6093,Siskiyou County,83,3,3.614457831325301
6095,Solano County,8475,88,1.0383480825958702
6097,Sonoma County,6285,105,1.6706443914081146
6099,Stanislaus County,6028,82,1.360318513603185
6101,Sutter County,1804,23,1.2749445676274944
6103,Tehama County,1702,7,0.4112808460634548
6107,Tulare County,8631,201,2.3288147375738615
6111,Ventura County,24232,211,0.870749422251568
6113,Yolo County,1377,28,2.033405954974582
6115,Yuba County,1180,19,1.6101694915254237
6005,Amador County,29,0,0.0
6009,Calaveras County,103,1,0.9708737864077669
6011,Colusa County,255,13,5.098039215686274
6015,Del Norte County,327,0,0.0
6021,Glenn County,335,4,1.1940298507462688
6033,Lake County,72,1,1.3888888888888888
6045,Mendocino County,396,2,0.5050505050505051
6049,Modoc County,84,0,0.0
6063,Plumas County,117,0,0.0
6069,San Benito County,474,5,1.0548523206751055
6079,San Luis Obispo County,2267,15,0.6616674018526687
6089,Shasta County,665,4,0.6015037593984963
6109,Tuolumne County,76,0,0.0
6027,Inyo County,156,0,0.0
6043,Mariposa County,39,0,0.0
6051,Mono County,10,0,0.0
6091,Sierra County,10,0,0.0
6105,Trinity County,6,0,0.0
6035,Lassen,3,1,33.33333333333333
33001,Belknap County,4029,106,2.6309257880367336
33003,Carroll County,3564,62,1.739618406285073
33005,Cheshire County,8413,231,2.745750624034233
33007,Coos County,3383,165,4.8773278155483295
33009,Grafton County,4763,174,3.653159773252152
33011,Hillsborough Co,42394,1264,2.9815539934896447
33013,Merrimack Count,12286,401,3.2638775842422274
33015,Rockingham Coun,22862,242,1.0585250634240224
33017,Strafford Count,10585,341,3.22153991497402
33019,Sullivan County,4713,190,4.031402503713133
8001,Adams County,2080,5,0.2403846153846154
8003,Alamosa County,89,0,0.0
8005,Arapahoe County,2103,3,0.14265335235378032
8007,Archuleta Count,5,0,0.0
8013,Boulder County,597,0,0.0
8014,Broomfield Coun,101,0,0.0
8015,Chaffee County,24,0,0.0
8019,Clear Creek Cou,11,0,0.0
8021,Conejos County,28,0,0.0
8023,Costilla County,26,0,0.0
8025,Crowley County,5,0,0.0
8027,Custer County,9,0,0.0
8029,Delta County,81,4,4.938271604938271
8031,Denver County,3480,3,0.08620689655172414
8035,Douglas County,260,0,0.0
8037,Eagle County,37,0,0.0
8039,Elbert County,17,0,0.0
8041,El Paso County,850,3,0.35294117647058826
8043,Fremont County,104,0,0.0
8045,Garfield County,200,1,0.5
8047,Gilpin County,5,0,0.0
8051,Gunnison County,6,0,0.0
8055,Huerfano County,5,0,0.0
8059,Jefferson Count,1274,1,0.07849293563579278
8065,Lake County,61,2,3.278688524590164
8067,La Plata County,42,0,0.0
8069,Larimer County,602,1,0.16611295681063123
8071,Las Animas Coun,7,0,0.0
8073,Lincoln County,11,0,0.0
8075,Logan County,10,0,0.0
8077,Mesa County,16,0,0.0
8081,Moffat County,13,0,0.0
8083,Montezuma Count,57,0,0.0
8085,Montrose County,129,2,1.550387596899225
8087,Morgan County,150,0,0.0
8089,Otero County,39,0,0.0
8091,Ouray County,9,0,0.0
8093,Park County,5,0,0.0
8095,Phillips County,8,0,0.0
8097,Pitkin County,19,0,0.0
8099,Prowers County,6,0,0.0
8101,Pueblo County,335,1,0.2985074626865672
8105,Rio Grande Coun,59,0,0.0
8107,Routt County,5,0,0.0
8109,Saguache County,30,0,0.0
8117,Summit County,36,0,0.0
8119,Teller County,19,0,0.0
8121,Washington Coun,5,0,0.0
8123,Weld County,1444,2,0.13850415512465375
8125,Yuma County,30,0,0.0
34001,Atlantic County,31003,515,1.6611295681063125
34003,Bergen County,86216,752,0.8722278927345272
34005,Burlington Coun,22819,248,1.0868136202287568
34007,Camden County,48126,702,1.4586709886547813
34009,Cape May County,5766,76,1.3180714533472078
34011,Cumberland Coun,22821,869,3.8078962359230535
34013,Essex County,174161,5412,3.107469525324269
34015,Gloucester Coun,15460,128,0.8279430789133247
34017,Hudson County,108787,1437,1.320929890520007
34019,Hunterdon Count,7884,89,1.1288685946220192
34021,Mercer County,40471,897,2.2164018680042497
34023,Middlesex Count,87721,807,0.919962152734237
34025,Monmouth County,55474,689,1.2420232901899988
34027,Morris County,39424,278,0.7051542207792207
34029,Ocean County,63994,503,0.7860111885489265
34031,Passaic County,96488,2097,2.173327253129923
34033,Salem County,5558,179,3.220582943504858
34035,Somerset County,25826,237,0.9176798575079378
34037,Sussex County,8680,46,0.5299539170506912
34039,Union County,83132,1498,1.801953519703604
34041,Warren County,8839,125,1.414187125240412
9001,Fairfield,152875,3201,2.0938675388389205
9003,Hartford,121949,2552,2.092678086741179
9005,Litchfield,16340,505,3.090575275397797
9007,Middlesex,17395,235,1.3509629203794193
9009,New Haven,140188,5039,3.594458869518076
9011,New London,34452,697,2.023104609311506
9013,Tolland,12022,244,2.029612377308268
9015,Windham,16540,511,3.0894800483675935
35001,Apache County,2026,1866,92.10266535044423
35003,Catron County,7,0,0.0
35005,Chaves County,393,1,0.2544529262086514
35006,Cibola County,158,0,0.0
35007,Colfax County,33,0,0.0
35009,Curry County,136,0,0.0
35011,DeBaca County,12,0,0.0
35013,Dona Ana County,375,1,0.26666666666666666
35015,Eddy County,451,1,0.22172949002217296
35017,Grant County,195,0,0.0
35019,Guadalupe Count,8,0,0.0
35023,Hidalgo County,22,0,0.0
35025,Lea County,57,0,0.0
35027,Lincoln County,94,0,0.0
35028,Los Alamos Coun,13,0,0.0
35029,Luna County,79,1,1.2658227848101267
35031,McKinley County,611,0,0.0
35033,Mora County,5,0,0.0
35035,Otero County,264,0,0.0
35037,Quay County,52,0,0.0
35039,Rio Arriba Coun,179,0,0.0
35041,Roosevelt Count,23,0,0.0
35043,Sandoval County,484,2,0.4132231404958678
35045,San Juan County,558,2,0.35842293906810035
35047,San Miguel Coun,18,0,0.0
35049,Santa Fe County,388,0,0.0
35051,Sierra County,6,0,0.0
35053,Socorro County,137,0,0.0
35055,Taos County,35,0,0.0
35057,Torrance County,53,0,0.0
35061,Valencia County,480,2,0.4166666666666667
35369,Parmer County,6,0,0.0
11001,District of Col,11832,43,0.36342123056118997
11003,Anne Arundel Co,7,0,0.0
11017,Charles County,10,0,0.0
11031,Montgomery Coun,100,1,1.0
11013,Arlington Count,18,0,0.0
11059,Fairfax County,36,0,0.0
11107,Loudoun County,6,0,0.0
11153,Prince William,16,0,0.0
10001,Kent County,8694,22,0.2530480791350357
10003,New Castle County,30231,119,0.39363567199232574
10005,Sussex County,9502,17,0.17890970322037464
36001,Albany County,14654,343,2.340657840862563
36003,Allegany County,1803,51,2.828618968386023
36005,Bronx County,321440,2575,0.8010826281732206
36007,Broome County,8231,193,2.3447940711942654
36009,Cattaraugus Cou,4628,75,1.6205704407951598
36011,Cayuga County,4303,84,1.9521264234255171
36013,Chautauqua Coun,7818,158,2.0209772320286516
36015,Chemung County,5385,98,1.819870009285051
36017,Chenango County,2558,54,2.111024237685692
36019,Clinton County,3008,22,0.7313829787234043
36021,Columbia County,2996,66,2.202937249666222
36023,Cortland County,3287,60,1.8253726802555523
36025,Delaware County,1819,46,2.5288620120945575
36027,Dutchess County,18133,292,1.6103237191860145
36029,Erie County,60163,2248,3.7365157987467383
36031,Essex County,851,9,1.0575793184488838
36033,Franklin County,1624,25,1.5394088669950738
36035,Fulton County,3026,161,5.320555188367482
36037,Genesee County,2781,53,1.9057892844300612
36039,Greene County,2069,50,2.416626389560174
36041,Hamilton County,76,1,1.3157894736842104
36043,Herkimer County,3902,100,2.5627883136852896
36045,Jefferson Count,8235,102,1.238615664845173
36047,Kings County,525018,6854,1.305479050242087
36049,Lewis County,1185,19,1.6033755274261603
36051,Livingston Coun,2326,32,1.3757523645743766
36053,Madison County,3205,39,1.216848673946958
36055,Monroe County,39822,931,2.3379036713374517
36057,Montgomery Coun,3230,166,5.139318885448916
36059,Nassau County,102417,409,0.39934776453127896
36061,New York County,209950,1362,0.64872588711598
36063,Niagara County,12418,223,1.7957803188919312
